locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILPPLFEM_03134	CDS	840				hypothetical protein
ILPPLFEM_03135	CDS	1050				hypothetical protein
ILPPLFEM_03136	CDS	444				hypothetical protein
ILPPLFEM_03137	CDS	1266				hypothetical protein
ILPPLFEM_03138	CDS	759				hypothetical protein
ILPPLFEM_03139	CDS	2820				hypothetical protein
ILPPLFEM_03140	CDS	651		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
ILPPLFEM_03141	CDS	714				hypothetical protein
ILPPLFEM_03142	CDS	2136	fus_2			Elongation factor G
ILPPLFEM_03143	CDS	843	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
ILPPLFEM_03144	tRNA	83				tRNA-Leu(gag)
ILPPLFEM_03145	CDS	1827	argS_2	6.1.1.19	COG0018	Arginine--tRNA ligase
ILPPLFEM_03146	CDS	276				hypothetical protein
ILPPLFEM_03147	CDS	378				hypothetical protein
ILPPLFEM_03148	CDS	7245	glgX_2	3.2.1.196		Glycogen debranching enzyme
ILPPLFEM_03149	CDS	4629				hypothetical protein
ILPPLFEM_03150	CDS	621	ytaF_1			putative sporulation protein YtaF
ILPPLFEM_03151	CDS	1467	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
ILPPLFEM_03152	CDS	903				hypothetical protein
ILPPLFEM_03153	CDS	633	aas	6.2.1.20		Bifunctional protein Aas
ILPPLFEM_03154	CDS	672	cmk_6	2.7.4.25	COG0283	Cytidylate kinase
ILPPLFEM_03155	CDS	1221			COG2081	putative protein
ILPPLFEM_03156	CDS	219				hypothetical protein
ILPPLFEM_03157	CDS	936	comEC_1		COG0658	ComE operon protein 3
ILPPLFEM_03158	CDS	1899				hypothetical protein
ILPPLFEM_03159	CDS	2562	spoIIIE_1		COG1674	DNA translocase SpoIIIE
ILPPLFEM_03160	CDS	843	uppP_2	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
ILPPLFEM_03161	CDS	750				hypothetical protein
ILPPLFEM_03162	CDS	1332	speA_1	4.1.1.19	COG1982	Arginine decarboxylase
ILPPLFEM_03163	CDS	309				hypothetical protein
ILPPLFEM_03164	CDS	228				hypothetical protein
ILPPLFEM_03165	CDS	1461	gerBA			Spore germination protein B1
ILPPLFEM_03166	CDS	1002				hypothetical protein
ILPPLFEM_03167	CDS	525				hypothetical protein
ILPPLFEM_03168	CDS	1137	braC_2		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
ILPPLFEM_03169	CDS	594	rpsD_3			30S ribosomal protein S4
ILPPLFEM_03170	CDS	237				hypothetical protein
ILPPLFEM_03171	CDS	555				hypothetical protein
ILPPLFEM_03172	CDS	1056	rpoA_3	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
ILPPLFEM_03173	CDS	228				hypothetical protein
ILPPLFEM_03174	CDS	381	rpsK_3			30S ribosomal protein S11
ILPPLFEM_03175	CDS	366	rpsM_3		COG0099	30S ribosomal protein S13
ILPPLFEM_03176	CDS	1335	secY_3		COG0201	Protein translocase subunit SecY
ILPPLFEM_03177	CDS	477	rplO_3			50S ribosomal protein L15
ILPPLFEM_03178	CDS	192	rpmD_3			50S ribosomal protein L30
ILPPLFEM_03179	CDS	507	rpsE_3			30S ribosomal protein S5
ILPPLFEM_03180	CDS	363	rplR_3			50S ribosomal protein L18
ILPPLFEM_03181	CDS	540	rplF_3		COG0097	50S ribosomal protein L6
ILPPLFEM_03182	CDS	399	rpsH_3		COG0096	30S ribosomal protein S8
ILPPLFEM_03183	CDS	552	rplE_3		COG0094	50S ribosomal protein L5
ILPPLFEM_03184	CDS	318	rplX_3			50S ribosomal protein L24
ILPPLFEM_03185	CDS	369	rplN_3		COG0093	50S ribosomal protein L14
ILPPLFEM_03186	CDS	279	rpsQ_3		COG0186	30S ribosomal protein S17
ILPPLFEM_03187	CDS	213				hypothetical protein
ILPPLFEM_03188	CDS	420	rplP_3		COG0197	50S ribosomal protein L16
ILPPLFEM_03189	CDS	750	rpsC_3		COG0092	30S ribosomal protein S3
ILPPLFEM_03190	CDS	357	rplV_3		COG0091	50S ribosomal protein L22
ILPPLFEM_03191	CDS	282	rpsS_3		COG0185	30S ribosomal protein S19
ILPPLFEM_03192	CDS	825	rplB_3			50S ribosomal protein L2
ILPPLFEM_03193	CDS	285	rplW_3		COG0089	50S ribosomal protein L23
ILPPLFEM_03194	CDS	639	rplD_3		COG0088	50S ribosomal protein L4
ILPPLFEM_03195	CDS	624	rplC_3		COG0087	50S ribosomal protein L3
ILPPLFEM_03196	CDS	309	rpsJ_3		COG0051	30S ribosomal protein S10
ILPPLFEM_03197	CDS	918	tuf_1		COG0050	Elongation factor Tu
ILPPLFEM_03198	CDS	984				hypothetical protein
ILPPLFEM_03199	CDS	1398				hypothetical protein
ILPPLFEM_03200	CDS	1152	cshC_2	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshC
ILPPLFEM_03201	CDS	834				Iron-sulfur cluster carrier protein
ILPPLFEM_03202	CDS	852				hypothetical protein
ILPPLFEM_03203	CDS	1407	ycaM		COG0531	Inner membrane transporter YcaM
ILPPLFEM_03204	CDS	186				hypothetical protein
ILPPLFEM_03205	CDS	657				hypothetical protein
ILPPLFEM_03206	CDS	831	melC_3		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
ILPPLFEM_03207	CDS	843	melD_3		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
ILPPLFEM_03208	CDS	1365				hypothetical protein
ILPPLFEM_03209	CDS	423				hypothetical protein
ILPPLFEM_03210	CDS	126				hypothetical protein
ILPPLFEM_03211	CDS	2088	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
ILPPLFEM_03212	CDS	993	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
ILPPLFEM_03213	CDS	1113	sigA_2		COG0568	RNA polymerase sigma factor SigA
ILPPLFEM_03214	CDS	1764	dnaG_5	2.7.7.-	COG0358	DNA primase
ILPPLFEM_03215	CDS	1005				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
ILPPLFEM_03216	CDS	3801	purL_3	6.3.5.3		Phosphoribosylformylglycinamidine synthase
ILPPLFEM_03217	CDS	585				hypothetical protein
ILPPLFEM_03218	CDS	495				hypothetical protein
ILPPLFEM_03219	CDS	1926				hypothetical protein
ILPPLFEM_03220	CDS	627	ytaF_2			putative sporulation protein YtaF
ILPPLFEM_03221	CDS	1185	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
ILPPLFEM_03222	CDS	1509	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
ILPPLFEM_03223	CDS	252				hypothetical protein
ILPPLFEM_03224	CDS	375				hypothetical protein
ILPPLFEM_03225	CDS	123				hypothetical protein
ILPPLFEM_03226	CDS	276				hypothetical protein
ILPPLFEM_03227	CDS	330				IS1380 family transposase ISRgn3
ILPPLFEM_03228	CDS	756				hypothetical protein
ILPPLFEM_03229	CDS	183				hypothetical protein
ILPPLFEM_03230	CDS	1083	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ILPPLFEM_03231	CDS	1545				hypothetical protein
ILPPLFEM_03232	CDS	1506	speE_1	2.5.1.16		Polyamine aminopropyltransferase
ILPPLFEM_03233	CDS	423				hypothetical protein
ILPPLFEM_03234	CDS	1080				hypothetical protein
ILPPLFEM_03235	CDS	378	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
ILPPLFEM_03236	CDS	312				hypothetical protein
ILPPLFEM_03237	CDS	1440	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
ILPPLFEM_03238	CDS	714				hypothetical protein
ILPPLFEM_03239	CDS	747				hypothetical protein
ILPPLFEM_03240	CDS	447				hypothetical protein
ILPPLFEM_03241	CDS	1281				hypothetical protein
ILPPLFEM_03242	CDS	2055	fldZ	1.3.1.-		Cinnamate reductase
ILPPLFEM_03243	CDS	204				hypothetical protein
ILPPLFEM_03244	CDS	2256				hypothetical protein
ILPPLFEM_03245	CDS	1695				hypothetical protein
ILPPLFEM_03246	CDS	1734				hypothetical protein
ILPPLFEM_03247	CDS	1152				hypothetical protein
ILPPLFEM_03248	CDS	1392	asnS_2	6.1.1.22	COG0017	Asparagine--tRNA ligase
ILPPLFEM_03249	CDS	1149	tig_2	5.2.1.8		Trigger factor
ILPPLFEM_03250	CDS	1449	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
ILPPLFEM_03251	CDS	477				hypothetical protein
ILPPLFEM_03252	CDS	423				hypothetical protein
ILPPLFEM_03253	CDS	834	racE	5.1.1.3	COG0796	Glutamate racemase 1
ILPPLFEM_03254	CDS	243				hypothetical protein
ILPPLFEM_03255	CDS	708	glaR		COG1802	HTH-type transcriptional repressor GlaR
ILPPLFEM_03256	CDS	957	ispE_3	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
ILPPLFEM_03257	CDS	804				hypothetical protein
ILPPLFEM_03258	CDS	1080				hypothetical protein
ILPPLFEM_03259	CDS	825				hypothetical protein
ILPPLFEM_03260	CDS	435				hypothetical protein
ILPPLFEM_03261	CDS	432				hypothetical protein
ILPPLFEM_03262	CDS	909	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
ILPPLFEM_03263	CDS	921				hypothetical protein
ILPPLFEM_03264	CDS	1026	ltaE	4.1.2.48		Low specificity L-threonine aldolase
ILPPLFEM_03265	CDS	366				hypothetical protein
ILPPLFEM_03266	CDS	507				hypothetical protein
ILPPLFEM_03267	CDS	582				hypothetical protein
ILPPLFEM_03268	CDS	4581				hypothetical protein
ILPPLFEM_03269	CDS	1320	scrB_1	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
ILPPLFEM_03270	CDS	1443				hypothetical protein
ILPPLFEM_03271	CDS	1275	rarA		COG2256	Replication-associated recombination protein A
ILPPLFEM_03272	CDS	651				hypothetical protein
ILPPLFEM_03273	CDS	1509				hypothetical protein
ILPPLFEM_03274	CDS	1365				hypothetical protein
ILPPLFEM_03275	CDS	273				hypothetical protein
ILPPLFEM_03276	CDS	1062	mltG_2	4.2.2.-		Endolytic murein transglycosylase
ILPPLFEM_03277	CDS	1383	gph_7	3.1.3.18		Phosphoglycolate phosphatase
ILPPLFEM_03278	CDS	708	btsR_1		COG3279	Transcriptional regulatory protein BtsR
ILPPLFEM_03279	CDS	1209				hypothetical protein
ILPPLFEM_03280	CDS	444			COG2731	putative protein
ILPPLFEM_03281	CDS	2103	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
ILPPLFEM_03282	CDS	1110				hypothetical protein
ILPPLFEM_03283	CDS	1221				hypothetical protein
ILPPLFEM_03284	CDS	303	btrV		COG1366	Putative anti-sigma factor antagonist BtrV
ILPPLFEM_03285	CDS	1203	nfo	3.1.21.2		endonuclease 4
ILPPLFEM_03286	CDS	1803				hypothetical protein
ILPPLFEM_03287	CDS	1179				hypothetical protein
ILPPLFEM_03288	CDS	849				hypothetical protein
ILPPLFEM_03289	CDS	1938				hypothetical protein
ILPPLFEM_03290	CDS	1092	rsmH_3	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
ILPPLFEM_03291	CDS	1542				hypothetical protein
ILPPLFEM_03292	CDS	1305	arsB		COG1055	Arsenical pump membrane protein
ILPPLFEM_03293	CDS	1164	norV_1			Anaerobic nitric oxide reductase flavorubredoxin
ILPPLFEM_03294	CDS	1344	yeeO_6		COG0534	putative FMN/FAD exporter YeeO
ILPPLFEM_03295	CDS	411				hypothetical protein
ILPPLFEM_03296	CDS	378				hypothetical protein
ILPPLFEM_03297	CDS	1314	rssB_1			Regulator of RpoS
ILPPLFEM_03298	CDS	2004	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
ILPPLFEM_03299	CDS	840	hisK_2	3.1.3.15	COG1387	Histidinol-phosphatase
ILPPLFEM_03300	CDS	405	dksA_2			RNA polymerase-binding transcription factor DksA
ILPPLFEM_03301	CDS	219	infA_3		COG0361	Translation initiation factor IF-1
ILPPLFEM_03302	CDS	591	dnaJ_4			Chaperone protein DnaJ
ILPPLFEM_03303	CDS	585	mutS2_3	3.1.-.-		Endonuclease MutS2
ILPPLFEM_03304	CDS	1419				hypothetical protein
ILPPLFEM_03305	CDS	1656				hypothetical protein
ILPPLFEM_03306	CDS	1002				hypothetical protein
ILPPLFEM_03307	CDS	1011				hypothetical protein
ILPPLFEM_03308	CDS	912				hypothetical protein
ILPPLFEM_03309	CDS	990				hypothetical protein
ILPPLFEM_03310	CDS	1299				hypothetical protein
ILPPLFEM_03311	CDS	1269				hypothetical protein
ILPPLFEM_03312	CDS	750				hypothetical protein
ILPPLFEM_03313	CDS	1494				hypothetical protein
ILPPLFEM_03314	CDS	840	trmH_2	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
ILPPLFEM_03315	CDS	1149	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
ILPPLFEM_03316	CDS	288				hypothetical protein
ILPPLFEM_03317	CDS	708	rsmI_4	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
ILPPLFEM_03318	CDS	1833	glmS_4	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ILPPLFEM_03319	CDS	1302				hypothetical protein
ILPPLFEM_03320	CDS	570	pdtaR_2		COG3707	putative transcriptional regulatory protein pdtaR
ILPPLFEM_03321	CDS	1242	glnA_4	6.3.1.2	COG0174	Glutamine synthetase
ILPPLFEM_03322	CDS	1242				hypothetical protein
ILPPLFEM_03323	CDS	1353	yeeO_7		COG0534	putative FMN/FAD exporter YeeO
ILPPLFEM_03324	CDS	474	ribH_2	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
ILPPLFEM_03325	CDS	690	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
ILPPLFEM_03326	CDS	222				hypothetical protein
ILPPLFEM_03327	CDS	705				hypothetical protein
ILPPLFEM_03328	CDS	294				hypothetical protein
ILPPLFEM_03329	CDS	1398				hypothetical protein
ILPPLFEM_03330	CDS	903				hypothetical protein
ILPPLFEM_03331	CDS	909				hypothetical protein
ILPPLFEM_03332	CDS	2517				hypothetical protein
ILPPLFEM_03333	CDS	1881				hypothetical protein
ILPPLFEM_03334	CDS	717				hypothetical protein
ILPPLFEM_03335	CDS	216				hypothetical protein
ILPPLFEM_03336	CDS	258				hypothetical protein
ILPPLFEM_03337	CDS	264				hypothetical protein
ILPPLFEM_03338	CDS	333				hypothetical protein
ILPPLFEM_03339	CDS	216				hypothetical protein
ILPPLFEM_03340	CDS	249				hypothetical protein
ILPPLFEM_03341	CDS	237				hypothetical protein
ILPPLFEM_03342	CDS	393				Single-stranded DNA-binding protein
ILPPLFEM_03343	CDS	210				hypothetical protein
ILPPLFEM_03344	CDS	1047				hypothetical protein
ILPPLFEM_03345	CDS	1500				hypothetical protein
ILPPLFEM_03346	CDS	1821			COG1132	putative ABC transporter ATP-binding protein
ILPPLFEM_03347	CDS	717				hypothetical protein
ILPPLFEM_03348	CDS	852	dapF_2	5.1.1.7	COG0253	Diaminopimelate epimerase
ILPPLFEM_03349	CDS	546				hypothetical protein
ILPPLFEM_03350	CDS	1284	glnA_5	6.3.1.2	COG0174	Glutamine synthetase
ILPPLFEM_03351	CDS	513				hypothetical protein
ILPPLFEM_03352	CDS	879	hslO_2		COG1281	33 kDa chaperonin
ILPPLFEM_03353	CDS	807	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
ILPPLFEM_03354	CDS	858				hypothetical protein
ILPPLFEM_03355	CDS	1056	hisC_3	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
ILPPLFEM_03356	CDS	1827				hypothetical protein
ILPPLFEM_03357	CDS	1008				hypothetical protein
ILPPLFEM_03358	CDS	603	cmk_7	2.7.4.25		Cytidylate kinase
ILPPLFEM_03359	CDS	783	glnQ_5	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
ILPPLFEM_03360	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
ILPPLFEM_03361	CDS	495	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
ILPPLFEM_03362	CDS	828				hypothetical protein
ILPPLFEM_03363	CDS	654	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
ILPPLFEM_03364	CDS	3501	lacZ_4	3.2.1.23		Beta-galactosidase
ILPPLFEM_03365	CDS	1035	fldH	1.1.1.-		Phenyllactate dehydrogenase
ILPPLFEM_03366	CDS	1356	adeQ_1		COG2252	Adenine permease AdeQ
ILPPLFEM_03367	CDS	375	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
ILPPLFEM_03368	CDS	897	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ILPPLFEM_03369	CDS	777				hypothetical protein
ILPPLFEM_03370	CDS	732				hypothetical protein
ILPPLFEM_03371	CDS	822				hypothetical protein
ILPPLFEM_03372	CDS	1578				hypothetical protein
ILPPLFEM_03373	CDS	1155				hypothetical protein
ILPPLFEM_03374	CDS	2106				hypothetical protein
ILPPLFEM_03375	CDS	1401				hypothetical protein
ILPPLFEM_03376	CDS	651				hypothetical protein
ILPPLFEM_03377	CDS	3249	smc_6			Chromosome partition protein Smc
ILPPLFEM_03378	CDS	1188				hypothetical protein
ILPPLFEM_03379	CDS	765				hypothetical protein
ILPPLFEM_03380	CDS	378	crcB		COG0239	Putative fluoride ion transporter CrcB
ILPPLFEM_03381	CDS	894				hypothetical protein
ILPPLFEM_03382	CDS	1434	mepA_2			Multidrug export protein MepA
ILPPLFEM_03383	CDS	1386	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
ILPPLFEM_03384	CDS	243				hypothetical protein
ILPPLFEM_03385	tRNA	75				tRNA-Gly(tcc)
ILPPLFEM_03386	tRNA	76				tRNA-Pro(tgg)
ILPPLFEM_03387	CDS	483	yfcE_2	3.1.4.-	COG0622	Phosphodiesterase YfcE
ILPPLFEM_03388	CDS	606		3.6.1.66		dITP/XTP pyrophosphatase
ILPPLFEM_03389	CDS	750	rph	2.7.7.56	COG0689	Ribonuclease PH
ILPPLFEM_03390	CDS	1713				hypothetical protein
ILPPLFEM_03391	CDS	1479				hypothetical protein
ILPPLFEM_03392	CDS	309				hypothetical protein
ILPPLFEM_03393	CDS	1986	ligA_2	6.5.1.2	COG0272	DNA ligase
ILPPLFEM_03394	CDS	2289	pcrA_4	3.6.4.12		ATP-dependent DNA helicase PcrA
ILPPLFEM_03395	CDS	717	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
ILPPLFEM_03396	CDS	651	queC_2	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
ILPPLFEM_03397	CDS	1401	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
ILPPLFEM_03398	CDS	597	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
ILPPLFEM_03399	CDS	339	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
ILPPLFEM_03400	CDS	795	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
ILPPLFEM_03401	CDS	801	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
ILPPLFEM_03402	CDS	1413			COG2200	putative signaling protein
ILPPLFEM_03403	CDS	1338	glgC_2	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
ILPPLFEM_03404	CDS	1770	rho_2	3.6.4.-		Transcription termination factor Rho
ILPPLFEM_03405	CDS	417				hypothetical protein
ILPPLFEM_03406	CDS	327	hup_3		COG0776	DNA-binding protein HU
ILPPLFEM_03407	CDS	279	rpsT		COG0268	30S ribosomal protein S20
ILPPLFEM_03408	CDS	174				hypothetical protein
ILPPLFEM_03409	CDS	765				hypothetical protein
ILPPLFEM_03410	CDS	2013				hypothetical protein
ILPPLFEM_03411	CDS	1572				hypothetical protein
ILPPLFEM_03412	CDS	504				hypothetical protein
ILPPLFEM_03413	CDS	1329	murJ_5			lipid II flippase MurJ
ILPPLFEM_03414	CDS	690				hypothetical protein
ILPPLFEM_03415	CDS	2553				hypothetical protein
ILPPLFEM_03416	CDS	1098				hypothetical protein
ILPPLFEM_03417	CDS	1470				hypothetical protein
ILPPLFEM_03418	CDS	951	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
ILPPLFEM_03419	CDS	954	lacF_5			Lactose transport system permease protein LacF
ILPPLFEM_03420	CDS	2481				hypothetical protein
ILPPLFEM_03421	CDS	771				hypothetical protein
ILPPLFEM_03422	CDS	1188	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
ILPPLFEM_03423	CDS	699	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
ILPPLFEM_03424	CDS	1128				hypothetical protein
ILPPLFEM_03425	CDS	636	gpr_2	3.4.24.78		Germination protease
ILPPLFEM_03426	CDS	1077	aroC_2	4.2.3.5		Chorismate synthase
ILPPLFEM_03427	CDS	1299	aroA_2	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
ILPPLFEM_03428	CDS	1059	aroB_3	4.2.3.4	COG0337	3-dehydroquinate synthase
ILPPLFEM_03429	CDS	1014	aroF_2	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
ILPPLFEM_03430	CDS	1431	cls_2	2.7.8.-		Cardiolipin synthase
ILPPLFEM_03431	CDS	543	rbr3A_1	1.11.1.1	COG1592	Reverse rubrerythrin-1
ILPPLFEM_03432	CDS	2256	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
ILPPLFEM_03433	CDS	705	walR_2		COG0745	Transcriptional regulatory protein WalR
ILPPLFEM_03434	CDS	2295				hypothetical protein
ILPPLFEM_03435	CDS	876	nupX		COG1972	Putative nucleoside permease NupX
ILPPLFEM_03436	CDS	231				hypothetical protein
ILPPLFEM_03437	CDS	858				hypothetical protein
ILPPLFEM_03438	CDS	366				hypothetical protein
ILPPLFEM_03439	CDS	297				hypothetical protein
ILPPLFEM_03440	CDS	234				hypothetical protein
ILPPLFEM_03441	CDS	345				hypothetical protein
ILPPLFEM_03442	CDS	225				hypothetical protein
ILPPLFEM_03443	CDS	471				Single-stranded DNA-binding protein
ILPPLFEM_03444	CDS	237				hypothetical protein
ILPPLFEM_03445	CDS	864				hypothetical protein
ILPPLFEM_03446	CDS	237				hypothetical protein
ILPPLFEM_03447	CDS	240				hypothetical protein
ILPPLFEM_03448	CDS	384				hypothetical protein
ILPPLFEM_03449	CDS	225				hypothetical protein
ILPPLFEM_03450	CDS	783				hypothetical protein
ILPPLFEM_03451	CDS	270				hypothetical protein
ILPPLFEM_03452	CDS	192				hypothetical protein
ILPPLFEM_03453	CDS	150				hypothetical protein
ILPPLFEM_03454	CDS	1143				hypothetical protein
ILPPLFEM_03455	CDS	774				hypothetical protein
ILPPLFEM_03456	CDS	1158				hypothetical protein
ILPPLFEM_03457	CDS	315				hypothetical protein
ILPPLFEM_03458	CDS	579				hypothetical protein
ILPPLFEM_03459	CDS	228				hypothetical protein
ILPPLFEM_03460	CDS	369				hypothetical protein
ILPPLFEM_03461	CDS	291				hypothetical protein
ILPPLFEM_03462	CDS	318				hypothetical protein
ILPPLFEM_03463	CDS	1452				hypothetical protein
ILPPLFEM_03464	CDS	435				hypothetical protein
ILPPLFEM_03465	CDS	1047				hypothetical protein
ILPPLFEM_03466	CDS	252	rpmE2		COG0254	50S ribosomal protein L31 type B
ILPPLFEM_03467	CDS	1371				hypothetical protein
ILPPLFEM_03468	CDS	1335				hypothetical protein
ILPPLFEM_03469	CDS	2604				hypothetical protein
ILPPLFEM_03470	CDS	1200				hypothetical protein
ILPPLFEM_03471	CDS	603				hypothetical protein
ILPPLFEM_03472	CDS	630	udk_1	2.7.1.48		Uridine kinase
ILPPLFEM_03473	CDS	663				hypothetical protein
ILPPLFEM_03474	CDS	558	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
ILPPLFEM_03475	CDS	759	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
ILPPLFEM_03476	CDS	1593				hypothetical protein
ILPPLFEM_03477	CDS	876	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
ILPPLFEM_03478	CDS	399				hypothetical protein
ILPPLFEM_03479	CDS	594				hypothetical protein
ILPPLFEM_03480	CDS	486				hypothetical protein
ILPPLFEM_03481	CDS	384				hypothetical protein
ILPPLFEM_03482	CDS	429	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
ILPPLFEM_03483	CDS	552				hypothetical protein
ILPPLFEM_03484	CDS	507				hypothetical protein
ILPPLFEM_03485	CDS	357				hypothetical protein
ILPPLFEM_03486	CDS	219				hypothetical protein
ILPPLFEM_03487	CDS	378				hypothetical protein
ILPPLFEM_03488	CDS	711				hypothetical protein
ILPPLFEM_03489	CDS	486				hypothetical protein
ILPPLFEM_03490	CDS	432				hypothetical protein
ILPPLFEM_03491	CDS	429				hypothetical protein
ILPPLFEM_03492	CDS	441	dut_3	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
ILPPLFEM_03493	CDS	576				hypothetical protein
ILPPLFEM_03494	CDS	642				hypothetical protein
ILPPLFEM_03495	CDS	282				hypothetical protein
ILPPLFEM_03496	CDS	591				hypothetical protein
ILPPLFEM_03497	CDS	291				hypothetical protein
ILPPLFEM_03498	CDS	432				hypothetical protein
ILPPLFEM_03499	CDS	495				hypothetical protein
ILPPLFEM_03500	CDS	447				hypothetical protein
ILPPLFEM_03501	CDS	156				hypothetical protein
ILPPLFEM_03502	CDS	162				hypothetical protein
ILPPLFEM_03503	CDS	708				hypothetical protein
ILPPLFEM_03504	CDS	177				hypothetical protein
ILPPLFEM_03505	CDS	309				hypothetical protein
ILPPLFEM_03506	CDS	267				hypothetical protein
ILPPLFEM_03507	CDS	981				hypothetical protein
ILPPLFEM_03508	CDS	372				hypothetical protein
ILPPLFEM_03509	CDS	738	ycfH_3	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
ILPPLFEM_03510	CDS	222				hypothetical protein
ILPPLFEM_03511	CDS	957	miaA_3	2.5.1.75	COG0324	tRNA dimethylallyltransferase
ILPPLFEM_03512	CDS	1248	rlmI_2	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
